test_id,clone_code_id,desired_base_code_id,clone_language,clone_task,clone_type,clone_sub_type,similarity_score,base_code_id,base_language,base_task,base_domain,base_subdomain
2vilz_3_1_1,2vilz_3_1,2vilz,python,"Abbreviations, easy",T3,Added Statements,0.9998753,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
2vilz_3_1_2,2vilz_3_1,2vilz,python,"Abbreviations, easy",T3,Added Statements,0.9896256,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
2vilz_3_1_3,2vilz_3_1,2vilz,python,"Abbreviations, easy",T3,Added Statements,0.9894017,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
2vilz_3_1_4,2vilz_3_1,2vilz,python,"Abbreviations, easy",T3,Added Statements,0.98707134,v5a29,python,Animation,Game Development,Graphics
2vilz_3_1_5,2vilz_3_1,2vilz,python,"Abbreviations, easy",T3,Added Statements,0.98632026,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
2vilz_3_2_1,2vilz_3_2,2vilz,python,"Abbreviations, easy",T3,Removed Statements,0.99654144,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
2vilz_3_2_2,2vilz_3_2,2vilz,python,"Abbreviations, easy",T3,Removed Statements,0.9848919,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
2vilz_3_2_3,2vilz_3_2,2vilz,python,"Abbreviations, easy",T3,Removed Statements,0.98129916,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
2vilz_3_2_4,2vilz_3_2,2vilz,python,"Abbreviations, easy",T3,Removed Statements,0.9806835,1a6pc,python,4-rings or 4-squares puzzle,Game Development,Puzzles
2vilz_3_2_5,2vilz_3_2,2vilz,python,"Abbreviations, easy",T3,Removed Statements,0.9803111,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
2vilz_3_3_1,2vilz_3_3,2vilz,python,"Abbreviations, easy",T3,Reordered Statements,0.9645667,xsqwr,python,Anagrams,Programming Concepts,String Operations
2vilz_3_3_2,2vilz_3_3,2vilz,python,"Abbreviations, easy",T3,Reordered Statements,0.95978683,mclyh,python,Active Directory/Connect,Networking,Directory Services
2vilz_3_3_3,2vilz_3_3,2vilz,python,"Abbreviations, easy",T3,Reordered Statements,0.95683527,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
2vilz_3_3_4,2vilz_3_3,2vilz,python,"Abbreviations, easy",T3,Reordered Statements,0.9539076,o781,python,Archimedean spiral,Mathematics,Geometry
2vilz_3_3_5,2vilz_3_3,2vilz,python,"Abbreviations, easy",T3,Reordered Statements,0.95307875,q0oxi,python,Active Directory/Search for a user,Networking,Directory Services
2vilz_3_4_1,2vilz_3_4,2vilz,python,"Abbreviations, easy",T3,Control Flow Modifications,0.99918854,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
2vilz_3_4_2,2vilz_3_4,2vilz,python,"Abbreviations, easy",T3,Control Flow Modifications,0.98861516,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
2vilz_3_4_3,2vilz_3_4,2vilz,python,"Abbreviations, easy",T3,Control Flow Modifications,0.98695064,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
2vilz_3_4_4,2vilz_3_4,2vilz,python,"Abbreviations, easy",T3,Control Flow Modifications,0.9860322,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
2vilz_3_4_5,2vilz_3_4,2vilz,python,"Abbreviations, easy",T3,Control Flow Modifications,0.9850631,v5a29,python,Animation,Game Development,Graphics
2vilz_4_1_1,2vilz_4_1,2vilz,python,"Abbreviations, easy",T4,Same Language,0.98358184,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
2vilz_4_1_2,2vilz_4_1,2vilz,python,"Abbreviations, easy",T4,Same Language,0.96807766,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
2vilz_4_1_3,2vilz_4_1,2vilz,python,"Abbreviations, easy",T4,Same Language,0.9680736,c279q,python,Amicable pairs,Mathematics,Number Theory
2vilz_4_1_4,2vilz_4_1,2vilz,python,"Abbreviations, easy",T4,Same Language,0.9671172,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
2vilz_4_1_5,2vilz_4_1,2vilz,python,"Abbreviations, easy",T4,Same Language,0.9659105,jks7p,python,Angle difference between two bearings,Mathematics,Geometry
2vilz_4_2_1,2vilz_4_2,2vilz,go,"Abbreviations, easy",T4,Different Language,0.9873919,grn4h,python,Abundant odd numbers,Mathematics,Number Theory
2vilz_4_2_2,2vilz_4_2,2vilz,go,"Abbreviations, easy",T4,Different Language,0.980919,u5evd,python,24 game,Game Development,Puzzles
2vilz_4_2_3,2vilz_4_2,2vilz,go,"Abbreviations, easy",T4,Different Language,0.97919434,r70gq,python,24 game/Solve,Game Development,Puzzles
2vilz_4_2_4,2vilz_4_2,2vilz,go,"Abbreviations, easy",T4,Different Language,0.9755132,1eypc,python,Anti-primes,Mathematics,Number Theory
2vilz_4_2_5,2vilz_4_2,2vilz,go,"Abbreviations, easy",T4,Different Language,0.9725686,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
2vilz_4_2_1,2vilz_4_2,2vilz,java,"Abbreviations, easy",T4,Different Language,0.9840621,id9of,python,Animate a pendulum,Game Development,Physics Simulations
2vilz_4_2_2,2vilz_4_2,2vilz,java,"Abbreviations, easy",T4,Different Language,0.9839233,1eypc,python,Anti-primes,Mathematics,Number Theory
2vilz_4_2_3,2vilz_4_2,2vilz,java,"Abbreviations, easy",T4,Different Language,0.9836295,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
2vilz_4_2_4,2vilz_4_2,2vilz,java,"Abbreviations, easy",T4,Different Language,0.9832973,l26cv,python,Active object,Programming Concepts,Concurrency
2vilz_4_2_5,2vilz_4_2,2vilz,java,"Abbreviations, easy",T4,Different Language,0.9824294,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
2vilz_4_2_1,2vilz_4_2,2vilz,javascript,"Abbreviations, easy",T4,Different Language,0.98881924,u5evd,python,24 game,Game Development,Puzzles
2vilz_4_2_2,2vilz_4_2,2vilz,javascript,"Abbreviations, easy",T4,Different Language,0.988674,r70gq,python,24 game/Solve,Game Development,Puzzles
2vilz_4_2_3,2vilz_4_2,2vilz,javascript,"Abbreviations, easy",T4,Different Language,0.98164946,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
2vilz_4_2_4,2vilz_4_2,2vilz,javascript,"Abbreviations, easy",T4,Different Language,0.97965556,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
2vilz_4_2_5,2vilz_4_2,2vilz,javascript,"Abbreviations, easy",T4,Different Language,0.9785876,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
2vilz_4_2_1,2vilz_4_2,2vilz,php,"Abbreviations, easy",T4,Different Language,0.98532635,r70gq,python,24 game/Solve,Game Development,Puzzles
2vilz_4_2_2,2vilz_4_2,2vilz,php,"Abbreviations, easy",T4,Different Language,0.9842974,u5evd,python,24 game,Game Development,Puzzles
2vilz_4_2_3,2vilz_4_2,2vilz,php,"Abbreviations, easy",T4,Different Language,0.9773297,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
2vilz_4_2_4,2vilz_4_2,2vilz,php,"Abbreviations, easy",T4,Different Language,0.9760076,s0lq9,python,21 game,Game Development,Card Games
2vilz_4_2_5,2vilz_4_2,2vilz,php,"Abbreviations, easy",T4,Different Language,0.9754155,b1skr,python,Almkvist-Giullera formula for pi,Mathematics,Numerical Methods
2vilz_4_2_1,2vilz_4_2,2vilz,ruby,"Abbreviations, easy",T4,Different Language,0.97863257,ymi6q,python,Align columns,Programming Concepts,Text Processing
2vilz_4_2_2,2vilz_4_2,2vilz,ruby,"Abbreviations, easy",T4,Different Language,0.97732615,o781,python,Archimedean spiral,Mathematics,Geometry
2vilz_4_2_3,2vilz_4_2,2vilz,ruby,"Abbreviations, easy",T4,Different Language,0.9764434,z4tt,python,100 doors,Game Development,Puzzles
2vilz_4_2_4,2vilz_4_2,2vilz,ruby,"Abbreviations, easy",T4,Different Language,0.9761591,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
2vilz_4_2_5,2vilz_4_2,2vilz,ruby,"Abbreviations, easy",T4,Different Language,0.9759804,mclyh,python,Active Directory/Connect,Networking,Directory Services
oik81_1_1_1,oik81_1_1,oik81,python,"Abbreviations, simple",T1,Identical Clone,0.99999994,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_1_1_2,oik81_1_1,oik81,python,"Abbreviations, simple",T1,Identical Clone,0.99528646,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_1_1_3,oik81_1_1,oik81,python,"Abbreviations, simple",T1,Identical Clone,0.99366057,08hsq,python,Abelian sandpile model,Mathematics,Automata
oik81_1_1_4,oik81_1_1,oik81,python,"Abbreviations, simple",T1,Identical Clone,0.99287236,vu129,python,100 prisoners,Game Development,Puzzles
oik81_1_1_5,oik81_1_1,oik81,python,"Abbreviations, simple",T1,Identical Clone,0.99123025,v5a29,python,Animation,Game Development,Graphics
oik81_1_2_1,oik81_1_2,oik81,python,"Abbreviations, simple",T1,Different Whitespaces,0.9949803,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
oik81_1_2_2,oik81_1_2,oik81,python,"Abbreviations, simple",T1,Different Whitespaces,0.9856515,inmof,python,2048,Game Development,Puzzles
oik81_1_2_3,oik81_1_2,oik81,python,"Abbreviations, simple",T1,Different Whitespaces,0.98563015,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
oik81_1_2_4,oik81_1_2,oik81,python,"Abbreviations, simple",T1,Different Whitespaces,0.98491013,kpyhf,python,Append a record to the end of a text file,Utilities & Scripts,File Operations
oik81_1_2_5,oik81_1_2,oik81,python,"Abbreviations, simple",T1,Different Whitespaces,0.98114693,id9of,python,Animate a pendulum,Game Development,Physics Simulations
oik81_1_3_1,oik81_1_3,oik81,python,"Abbreviations, simple",T1,Different Comments,0.9999896,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_1_3_2,oik81_1_3,oik81,python,"Abbreviations, simple",T1,Different Comments,0.99531376,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_1_3_3,oik81_1_3,oik81,python,"Abbreviations, simple",T1,Different Comments,0.9936346,08hsq,python,Abelian sandpile model,Mathematics,Automata
oik81_1_3_4,oik81_1_3,oik81,python,"Abbreviations, simple",T1,Different Comments,0.9929185,vu129,python,100 prisoners,Game Development,Puzzles
oik81_1_3_5,oik81_1_3,oik81,python,"Abbreviations, simple",T1,Different Comments,0.99112654,v5a29,python,Animation,Game Development,Graphics
oik81_1_4_1,oik81_1_4,oik81,python,"Abbreviations, simple",T1,Different Formatting,0.9519968,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
oik81_1_4_2,oik81_1_4,oik81,python,"Abbreviations, simple",T1,Different Formatting,0.9375655,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_1_4_3,oik81_1_4,oik81,python,"Abbreviations, simple",T1,Different Formatting,0.9338441,7h3rm,python,Apply a digital filter (direct form II transposed),Mathematics,Signal Processing
oik81_1_4_4,oik81_1_4,oik81,python,"Abbreviations, simple",T1,Different Formatting,0.9287704,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_1_4_5,oik81_1_4,oik81,python,"Abbreviations, simple",T1,Different Formatting,0.9276124,v5a29,python,Animation,Game Development,Graphics
oik81_2_1_1,oik81_2_1,oik81,python,"Abbreviations, simple",T2,Different Variable Names,0.9993819,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_2_1_2,oik81_2_1,oik81,python,"Abbreviations, simple",T2,Different Variable Names,0.99539524,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_2_1_3,oik81_2_1,oik81,python,"Abbreviations, simple",T2,Different Variable Names,0.99271595,08hsq,python,Abelian sandpile model,Mathematics,Automata
oik81_2_1_4,oik81_2_1,oik81,python,"Abbreviations, simple",T2,Different Variable Names,0.99220026,vu129,python,100 prisoners,Game Development,Puzzles
oik81_2_1_5,oik81_2_1,oik81,python,"Abbreviations, simple",T2,Different Variable Names,0.9906374,v5a29,python,Animation,Game Development,Graphics
oik81_2_2_1,oik81_2_2,oik81,python,"Abbreviations, simple",T2,Different Data Types,0.9976593,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_2_2_2,oik81_2_2,oik81,python,"Abbreviations, simple",T2,Different Data Types,0.99380654,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_2_2_3,oik81_2_2,oik81,python,"Abbreviations, simple",T2,Different Data Types,0.99318945,08hsq,python,Abelian sandpile model,Mathematics,Automata
oik81_2_2_4,oik81_2_2,oik81,python,"Abbreviations, simple",T2,Different Data Types,0.99138904,vu129,python,100 prisoners,Game Development,Puzzles
oik81_2_2_5,oik81_2_2,oik81,python,"Abbreviations, simple",T2,Different Data Types,0.9899654,v5a29,python,Animation,Game Development,Graphics
oik81_2_3_1,oik81_2_3,oik81,python,"Abbreviations, simple",T2,Different Function Names,0.9999391,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_2_3_2,oik81_2_3,oik81,python,"Abbreviations, simple",T2,Different Function Names,0.9953884,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_2_3_3,oik81_2_3,oik81,python,"Abbreviations, simple",T2,Different Function Names,0.99366415,08hsq,python,Abelian sandpile model,Mathematics,Automata
oik81_2_3_4,oik81_2_3,oik81,python,"Abbreviations, simple",T2,Different Function Names,0.9928875,vu129,python,100 prisoners,Game Development,Puzzles
oik81_2_3_5,oik81_2_3,oik81,python,"Abbreviations, simple",T2,Different Function Names,0.9914187,v5a29,python,Animation,Game Development,Graphics
oik81_3_1_1,oik81_3_1,oik81,python,"Abbreviations, simple",T3,Added Statements,0.9991952,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_3_1_2,oik81_3_1,oik81,python,"Abbreviations, simple",T3,Added Statements,0.99531424,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_3_1_3,oik81_3_1,oik81,python,"Abbreviations, simple",T3,Added Statements,0.99226207,08hsq,python,Abelian sandpile model,Mathematics,Automata
oik81_3_1_4,oik81_3_1,oik81,python,"Abbreviations, simple",T3,Added Statements,0.9910864,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
oik81_3_1_5,oik81_3_1,oik81,python,"Abbreviations, simple",T3,Added Statements,0.9908932,v5a29,python,Animation,Game Development,Graphics
oik81_3_2_1,oik81_3_2,oik81,python,"Abbreviations, simple",T3,Removed Statements,0.97002643,xsqwr,python,Anagrams,Programming Concepts,String Operations
oik81_3_2_2,oik81_3_2,oik81,python,"Abbreviations, simple",T3,Removed Statements,0.96543986,mclyh,python,Active Directory/Connect,Networking,Directory Services
oik81_3_2_3,oik81_3_2,oik81,python,"Abbreviations, simple",T3,Removed Statements,0.9634069,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
oik81_3_2_4,oik81_3_2,oik81,python,"Abbreviations, simple",T3,Removed Statements,0.9592306,q0oxi,python,Active Directory/Search for a user,Networking,Directory Services
oik81_3_2_5,oik81_3_2,oik81,python,"Abbreviations, simple",T3,Removed Statements,0.958858,o781,python,Archimedean spiral,Mathematics,Geometry
oik81_3_3_1,oik81_3_3,oik81,python,"Abbreviations, simple",T3,Reordered Statements,0.97838,xsqwr,python,Anagrams,Programming Concepts,String Operations
oik81_3_3_2,oik81_3_3,oik81,python,"Abbreviations, simple",T3,Reordered Statements,0.9703772,dfwn1,python,"Abundant, deficient and perfect number classifications",Mathematics,Number Theory
oik81_3_3_3,oik81_3_3,oik81,python,"Abbreviations, simple",T3,Reordered Statements,0.97032845,mclyh,python,Active Directory/Connect,Networking,Directory Services
oik81_3_3_4,oik81_3_3,oik81,python,"Abbreviations, simple",T3,Reordered Statements,0.9672968,q0oxi,python,Active Directory/Search for a user,Networking,Directory Services
oik81_3_3_5,oik81_3_3,oik81,python,"Abbreviations, simple",T3,Reordered Statements,0.96281,o781,python,Archimedean spiral,Mathematics,Geometry
oik81_3_4_1,oik81_3_4,oik81,python,"Abbreviations, simple",T3,Control Flow Modifications,0.997944,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_3_4_2,oik81_3_4,oik81,python,"Abbreviations, simple",T3,Control Flow Modifications,0.9940495,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_3_4_3,oik81_3_4,oik81,python,"Abbreviations, simple",T3,Control Flow Modifications,0.9933562,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
oik81_3_4_4,oik81_3_4,oik81,python,"Abbreviations, simple",T3,Control Flow Modifications,0.99064106,v5a29,python,Animation,Game Development,Graphics
oik81_3_4_5,oik81_3_4,oik81,python,"Abbreviations, simple",T3,Control Flow Modifications,0.99008036,08hsq,python,Abelian sandpile model,Mathematics,Automata
oik81_4_1_1,oik81_4_1,oik81,python,"Abbreviations, simple",T4,Same Language,0.99699783,2vilz,python,"Abbreviations, easy",Programming Concepts,Text Processing
oik81_4_1_2,oik81_4_1,oik81,python,"Abbreviations, simple",T4,Same Language,0.9954254,oik81,python,"Abbreviations, simple",Programming Concepts,Text Processing
oik81_4_1_3,oik81_4_1,oik81,python,"Abbreviations, simple",T4,Same Language,0.99184585,kb6hf,python,"Abbreviations, automatic",Programming Concepts,Text Processing
oik81_4_1_4,oik81_4_1,oik81,python,"Abbreviations, simple",T4,Same Language,0.9910048,v5a29,python,Animation,Game Development,Graphics
oik81_4_1_5,oik81_4_1,oik81,python,"Abbreviations, simple",T4,Same Language,0.99034524,u4wvd,python,Anagrams/Deranged anagrams,Programming Concepts,String Operations
oik81_4_2_1,oik81_4_2,oik81,go,"Abbreviations, simple",T4,Different Language,0.9736016,grn4h,python,Abundant odd numbers,Mathematics,Number Theory
oik81_4_2_2,oik81_4_2,oik81,go,"Abbreviations, simple",T4,Different Language,0.9585783,s0lq9,python,21 game,Game Development,Card Games
oik81_4_2_3,oik81_4_2,oik81,go,"Abbreviations, simple",T4,Different Language,0.951651,inmof,python,2048,Game Development,Puzzles
oik81_4_2_4,oik81_4_2,oik81,go,"Abbreviations, simple",T4,Different Language,0.94897056,u5evd,python,24 game,Game Development,Puzzles
oik81_4_2_5,oik81_4_2,oik81,go,"Abbreviations, simple",T4,Different Language,0.9451384,r70gq,python,24 game/Solve,Game Development,Puzzles
oik81_4_2_1,oik81_4_2,oik81,java,"Abbreviations, simple",T4,Different Language,0.9901818,l26cv,python,Active object,Programming Concepts,Concurrency
oik81_4_2_2,oik81_4_2,oik81,java,"Abbreviations, simple",T4,Different Language,0.98894745,clr9q,python,15 puzzle game,Game Development,Puzzles
oik81_4_2_3,oik81_4_2,oik81,java,"Abbreviations, simple",T4,Different Language,0.9885618,7jzrm,python,Abelian sandpile model/Identity,Mathematics,Automata
oik81_4_2_4,oik81_4_2,oik81,java,"Abbreviations, simple",T4,Different Language,0.9881649,5cux,python,ASCII art diagram converter,Programming Concepts,Text Processing
oik81_4_2_5,oik81_4_2,oik81,java,"Abbreviations, simple",T4,Different Language,0.9879086,vu129,python,100 prisoners,Game Development,Puzzles
